,ID,Sex,DR,Use,RecDate,BirthDate,Ht,Race,Edu,age,height
583,TJU0,M,6,TRN,02/27/86,01/12/60,"5'11""",???,MS,26.13,180.34
584,TKD0,M,7,TRN,01/30/86,12/27/54,"5'7""",WHT,BS,31.09,170.18
585,TKP0,M,3,TRN,04/17/86,03/22/62,"6'0""",WHT,BS,24.07,182.88
586,TLB0,M,3,TRN,01/23/86,04/11/59,"5'11""",WHT,MS,26.78,180.34
587,TLC0,M,7,TRN,03/13/86,06/15/47,"5'07""",WHT,MS,38.74,170.18
588,TLG0,F,5,TRN,01/21/86,04/01/60,"5'6""",WHT,BS,25.81,167.64
589,TLH0,F,7,TST,04/16/86,04/11/55,"5'11""",WHT,BS,31.01,180.34
590,TLS0,M,4,TST,02/25/86,09/02/61,"5'11""",???,BS,24.48,180.34
591,TMG0,F,2,TRN,03/21/86,06/25/60,"5'04""",WHT,BS,25.74,162.56
592,TML0,M,7,TRN,05/01/86,12/01/61,"6'0""",WHT,BS,24.42,182.88
593,TMN0,M,7,TRN,04/30/86,03/06/62,"6'1""",WHT,BS,24.15,185.42
594,TMR0,M,2,TST,02/17/86,05/02/56,"5'10""",WHT,AS,29.8,177.8
595,TMT0,M,5,TRN,01/22/86,03/19/57,"5'10""",WHT,MS,28.84,177.8
596,TPF0,M,1,TRN,02/05/86,09/02/59,"5'9""",WHT,MS,26.43,175.26
597,TPG0,M,3,TRN,02/26/86,11/04/57,"5'10""",WHT,BS,28.31,177.8
598,TPP0,M,3,TRN,03/19/86,01/25/43,"6'01""",WHT,BS,43.15,185.42
599,TPR0,M,7,TRN,04/07/86,09/06/52,"5'10""",WHT,BS,33.58,177.8
600,TQC0,M,4,TRN,03/06/86,08/09/55,"5'11""",WHT,AS,30.57,180.34
601,TRC0,M,4,TRN,04/11/86,12/18/62,"6'1""",WHT,AS,23.31,185.42
602,TRR0,M,1,TRN,03/25/86,07/18/60,"5'11""",WHT,AS,25.69,180.34
603,TRT0,M,4,TRN,02/04/86,08/12/58,"6'4""",WHT,MS,27.48,193.04
604,TWH0,M,7,TST,01/30/86,02/25/60,"5'8""",WHT,BS,25.93,172.72
605,TWH1,M,7,TRN,03/19/86,05/14/60,"6'01""",WHT,BS,25.85,185.42
606,TXS0,M,6,TRN,04/29/86,02/29/56,"6'0""",WHT,AS,30.16,182.88
607,UTB0,F,5,TST,01/31/86,09/22/60,"5'10""",BLK,HS,25.36,177.8
608,VFB0,F,1,TRN,04/18/86,04/14/62,"5'2""",WHT,BS,24.01,157.48
609,VJH0,M,3,TRN,03/26/86,06/03/40,"5'07""",WHT,PHD,45.81,170.18
610,VKB0,F,7,TRN,01/27/86,08/31/61,"5'8""",WHT,BS,24.41,172.72
611,VLO0,M,5,TRN,01/24/86,10/13/46,"5'8""",WHT,MS,39.28,172.72
612,VMH0,F,1,TRN,03/11/86,01/08/60,"5'05""",WHT,BS,26.17,165.1
613,VRW0,M,7,TRN,03/13/86,10/27/59,"5'09""",WHT,MS,26.38,175.26
614,WAC0,M,5,TRN,04/07/86,04/15/29,"5'6""",WHT,MS,56.98,167.64
615,WAD0,M,1,TRN,04/30/86,12/01/60,"5'9""",WHT,BS,25.41,175.26
616,WAR0,M,1,TRN,04/23/86,03/14/59,"5'9""",WHT,BS,27.11,175.26
617,WBT0,M,1,TST,03/26/86,05/24/34,"6'00""",WHT,BS,51.84,182.88
618,WCH0,M,5,TRN,04/11/86,07/16/60,"5'10""",WHT,AS,25.74,177.8
619,WDK0,M,3,TRN,03/05/86,11/13/56,"6'2""",WHT,BS,29.31,187.96
620,WEM0,M,5,TRN,02/19/86,02/02/57,"5'2""",BLK,BS,29.05,157.48
621,WEW0,M,2,TST,02/25/86,09/29/58,"6'0""",WHT,BS,27.41,182.88
622,WGR0,M,3,TRN,04/09/86,08/30/61,"6'3""",WHT,MS,24.61,190.5
623,WJG0,M,3,TST,01/22/86,12/23/52,"6'0""",WHT,MS,33.08,182.88
624,WRE0,M,7,TRN,04/29/86,09/25/51,"5'9""",WHT,BS,34.59,175.26
625,WRP0,M,7,TRN,03/06/86,10/11/50,"5'08""",WHT,MS,35.4,172.72
626,WSB0,M,2,TRN,04/11/86,07/31/59,"5'8""",WHT,BS,26.7,172.72
627,WSH0,M,5,TRN,03/04/86,06/01/63,"6'0""",WHT,BS,22.76,182.88
628,WVW0,M,2,TST,03/13/86,02/22/62,"5'04""",WHT,BS,24.05,162.56
629,ZMB0,M,2,TRN,01/28/86,08/31/60,"5'10""",???,BS,25.41,177.8
